1581774876089,0.17165314,-0.0061086523,0.0067195175,WALKING
1581774876109,0.17165314,-0.0061086523,0.0067195175,WALKING
1581774876129,0.17165314,-0.0061086523,0.0067195175,WALKING
1581774876150,0.17165314,-0.0061086523,0.0067195175,WALKING
1581774876169,-0.06291912,-0.32803464,0.05009095,WALKING
1581774876189,-0.022602014,-0.28710666,0.06780604,WALKING
1581774876209,0.0067195175,-0.1966986,0.057421334,WALKING
1581774876229,0.007941248,-0.112399206,0.035430185,WALKING
1581774876249,-0.05497787,-0.035430185,-0.02076942,WALKING
1581774876270,-0.15210545,0.02321288,-0.061086524,WALKING
1581774876295,-0.26939157,-0.057421334,-0.021380283,WALKING
1581774876309,-0.3652974,-0.16371189,-0.049480084,WALKING
1581774876329,-0.41050145,-0.26939157,-0.14966199,WALKING
1581774876349,-0.35735616,-0.2828306,-0.18509217,WALKING
1581774876369,-0.23579398,-0.21380283,-0.13927728,WALKING
1581774876389,-0.09773844,-0.09896017,-0.065973446,WALKING
1581774876409,6.1086525E-4,-0.047647487,-0.005497787,WALKING
1581774876429,0.040927973,-0.05375614,-0.0018325958,WALKING
1581774876449,0.047036625,-0.095294975,-0.02076942,WALKING
1581774876469,0.06352998,-0.10445796,-0.014660766,WALKING
1581774876489,0.0842994,-0.09162979,-0.0018325958,WALKING
1581774876509,0.099571034,-0.08979719,0.0018325958,WALKING
1581774876529,0.099571034,-0.1001819,0.017715093,WALKING
1581774876549,0.058643065,-0.08307768,0.0580322,WALKING
1581774876569,0.023823744,-0.07941248,0.057421334,WALKING
1581774876589,0.010995574,-0.077579886,0.043982297,WALKING
1581774876611,0.01160644,-0.08246681,0.02443461,WALKING
1581774876631,0.0061086523,-0.13072516,0.019547688,WALKING
1581774876651,0.008552114,-0.1160644,0.036651913,WALKING
1581774876674,0.043982297,-0.02443461,0.05681047,WALKING
1581774876714,0.11789699,0.06719518,0.05131268,WALKING
1581774876715,0.14844026,0.115453534,0.01160644,WALKING
1581774876732,0.15210545,0.19303341,-0.022602014,WALKING
1581774876750,0.15882497,0.22418754,-0.02443461,WALKING
1581774876771,0.14905111,0.17470746,0.004276057,WALKING
1581774876791,0.056199603,0.018936822,0.029321533,WALKING
1581774876811,-0.0012217305,0.0036651916,0.03176499,WALKING
1581774876831,-0.0018325958,0.035430185,0.008552114,WALKING
1581774876851,0.014049901,0.05681047,-0.004276057,WALKING
1581774876874,0.004886922,0.057421334,-0.007330383,WALKING
1581774876916,-0.021380283,0.013439035,6.1086525E-4,WALKING
1581774876917,-0.037873644,0.004886922,0.015271631,WALKING
1581774876936,-0.029321533,0.020158553,0.0018325958,WALKING
1581774876950,-0.004276057,0.027488936,-0.019547688,WALKING
1581774876970,0.040317107,0.065973446,-0.028099801,WALKING
1581774876990,0.059864793,0.09896017,-0.026267206,WALKING
1581774877010,0.034208454,0.09407325,-0.03726278,WALKING
1581774877028,-0.03848451,0.084910266,-0.045814894,WALKING
1581774877049,-0.23579398,-0.11911872,-0.07513642,WALKING
1581774877070,-0.28893927,-0.1966986,-0.073303826,WALKING
1581774877092,-0.17959438,-0.09040806,-0.06536258,WALKING
1581774877108,-0.099571034,0.02076942,-0.034208454,WALKING
1581774877128,-0.12950343,0.012217305,-0.025045475,WALKING
1581774877150,-0.17470746,-0.039095376,-0.028099801,WALKING
1581774877168,-0.10140363,-0.01038471,-0.0061086523,WALKING
1581774877188,0.03176499,0.03970624,-0.007330383,WALKING
1581774877208,0.04642576,0.016493361,-0.004886922,WALKING
1581774877228,-0.030543262,-0.06841691,0.015271631,WALKING
1581774877248,-0.07819075,-0.06780604,0.029932396,WALKING
1581774877269,-0.07391469,-0.064751714,0.028099801,WALKING
1581774877293,-0.119729586,-0.06414085,0.030543262,WALKING
1581774877308,-0.064751714,-0.02565634,0.009773844,WALKING
1581774877328,0.004886922,0.021991149,0.008552114,WALKING
1581774877350,0.017104227,0.027488936,0.02076942,WALKING
1581774877368,-0.029932396,0.009162978,0.034208454,WALKING
1581774877388,-0.032986723,0.02321288,0.02565634,WALKING
1581774877408,0.01160644,0.09773844,0.0030543262,WALKING
1581774877428,0.01038471,0.13805555,-0.013439035,WALKING
1581774877448,-0.014049901,0.16676621,-0.015882496,WALKING
1581774877469,-0.050701816,0.13622294,0.007941248,WALKING
1581774877493,-0.09101892,0.073303826,0.0036651916,WALKING
